Date,Open,High,Low,Close,Profit/Loss,Trend
2012-08-02,0.9814,0.9899,0.9691,0.9863,0.0049,1
2012-08-03,0.9863,0.9873,0.9691,0.9706,-0.0157,0
2012-08-06,0.9706,0.9734,0.9656,0.9674,-0.0032,0
2012-08-07,0.9674,0.9706,0.9653,0.9682,0.0008,1
2012-08-08,0.9682,0.9745,0.9678,0.9717,0.0035,1
2012-08-09,0.9717,0.979,0.969,0.9768,0.0051,1
2012-08-10,0.9768,0.981,0.9749,0.9766,-0.0002,0
2012-08-13,0.9766,0.9795,0.9704,0.9737,-0.0029,0
2012-08-14,0.9737,0.9751,0.9698,0.9743,0.0006,1
2012-08-15,0.9743,0.9792,0.973,0.9772,0.0029,1
2012-08-16,0.9772,0.9799,0.9702,0.9715,-0.0057,0
2012-08-17,0.9715,0.9773,0.9697,0.9748,0.0033,1
2012-08-20,0.9748,0.9768,0.9709,0.9729,-0.0019,0
2012-08-21,0.9729,0.9728,0.9613,0.9634,-0.0095,0
2012-08-22,0.9634,0.966,0.9577,0.9593,-0.0041,0
2012-08-23,0.9593,0.9589,0.9534,0.956,-0.0033,0
2012-08-24,0.956,0.9621,0.9554,0.9594,0.0034,1
2012-08-27,0.9594,0.9615,0.9571,0.9609,0.0015,1
2012-08-28,0.9609,0.9635,0.9541,0.9557,-0.0052,0
2012-08-29,0.9557,0.9593,0.9548,0.9583,0.0026,1
2012-08-30,0.9583,0.9617,0.9553,0.9594,0.0011,1
2012-08-31,0.9594,0.9612,0.9503,0.9544,-0.005,0
2012-09-03,0.9544,0.9561,0.9518,0.9533,-0.0011,0
2012-09-04,0.9533,0.9566,0.9503,0.9556,0.0023,1
2012-09-05,0.9556,0.9608,0.9529,0.9557,1.00E-04,1
2012-09-06,0.9557,0.9597,0.9519,0.9533,-0.0024,0
2012-09-07,0.9533,0.958,0.9433,0.9451,-0.0082,0
2012-09-10,0.9451,0.9485,0.9429,0.9462,0.0011,1
2012-09-11,0.9462,0.947,0.9373,0.9388,-0.0074,0
2012-09-12,0.9388,0.9404,0.9337,0.9375,-0.0013,0
2012-09-13,0.9375,0.9421,0.9343,0.9349,-0.0026,0
2012-09-14,0.9349,0.9356,0.9235,0.9268,-0.0081,0
2012-09-17,0.9268,0.9297,0.9243,0.9282,0.0014,1
2012-09-18,0.9282,0.9298,0.9246,0.9291,0.0009,1
2012-09-19,0.9291,0.9307,0.9256,0.9276,-0.0015,0
2012-09-20,0.9276,0.9356,0.9254,0.933,0.0054,1
2012-09-21,0.933,0.9344,0.9279,0.9322,-0.0008,0
2012-09-24,0.9322,0.9392,0.9321,0.9359,0.0037,1
2012-09-25,0.9359,0.9384,0.9327,0.9373,0.0014,1
2012-09-26,0.9373,0.9417,0.9368,0.9399,0.0026,1
2012-09-27,0.9399,0.9417,0.9354,0.937,-0.0029,0
2012-09-28,0.937,0.9415,0.9332,0.9407,0.0037,1
2012-10-01,0.9407,0.9438,0.9349,0.9385,-0.0022,0
